"","x","y","cover","xm","ym","flow","progress","std_flow"
"1",372.533435240309,397.726014948148,0.0901587264379486,372533.435240309,397726.014948148,0.0706921581206037,0.632071468719207,0.00193085794408907
"2",373.533435240309,397.726014948148,0.579047595150769,373533.435240309,397726.014948148,0.696620203135577,0.638875941631453,0.0190272116313456
"3",374.533435240309,397.726014948148,0.932698374206666,374533.435240309,397726.014948148,1.48688232077856,0.646377958088925,0.0406121218721731
"4",375.533435240309,397.726014948148,0.999999958730768,375533.435240309,397726.014948148,1.99169535325698,0.655330257917771,0.0544003875009821
"5",376.533435240309,397.726014948148,0.999999958730768,376533.435240309,397726.014948148,2.29517217343659,0.666157945773016,0.0626894346127
"6",377.533435240309,397.726014948148,0.999999958730768,377533.435240309,397726.014948148,2.40331668183524,0.678401242906806,0.0656432513966621
"7",378.533435240309,397.726014948148,0.906031708640512,378533.435240309,397726.014948148,2.26346788429111,0.691597157942152,0.061823476065306
"8",379.533435240309,397.726014948148,0.597460292803589,379533.435240309,397726.014948148,1.50275019183265,0.706284249587408,0.0410455306928275
"9",380.533435240309,397.726014948148,0.181587294093333,380533.435240309,397726.014948148,0.418919657831071,0.723887838589939,0.0114422076049542
"10",371.533435240309,396.726014948148,0.211428562703077,371533.435240309,396726.014948148,0.195935909269182,0.621547881328223,0.00535171675335304
"11",372.533435240309,396.726014948148,0.913650755945127,372533.435240309,396726.014948148,1.38013911044084,0.627599178285239,0.0376965795950999
"12",373.533435240309,396.726014948148,0.999999958730768,373533.435240309,396726.014948148,2.15680874409457,0.634760010015504,0.0589102300471714
"13",374.533435240309,396.726014948148,0.999999958730768,374533.435240309,396726.014948148,2.58506108152072,0.643303189688966,0.0706073468105792
"14",375.533435240309,396.726014948148,0.999999958730768,375533.435240309,396726.014948148,2.95929102011891,0.65327766748602,0.0808289169121105
"15",376.533435240309,396.726014948148,0.999999958730768,376533.435240309,396726.014948148,3.31287633644117,0.664979870664771,0.0904866078793227
"16",377.533435240309,396.726014948148,0.999999958730768,377533.435240309,396726.014948148,3.57518625396327,0.678406833558287,0.0976512383210306
"17",378.533435240309,396.726014948148,0.999999958730768,378533.435240309,396726.014948148,3.97610566311606,0.693626016329715,0.108601794177332
"18",379.533435240309,396.726014948148,0.999999958730768,379533.435240309,396726.014948148,4.50121269030728,0.711233114792973,0.122944362036406
"19",380.533435240309,396.726014948148,0.995555514469743,380533.435240309,396726.014948148,4.61911503948476,0.731514660703552,0.126164700665023
"20",381.533435240309,396.726014948148,0.648253941501025,381533.435240309,396726.014948148,2.95273346843698,0.755084601228593,0.0806498065115308
"21",382.533435240309,396.726014948148,0.0907936470466666,382533.435240309,396726.014948148,0.409343236823867,0.786575286230173,0.0111806409889492
"22",370.533435240309,395.726014948148,0.119365074438974,370533.435240309,395726.014948148,0.108487307975353,0.610346052816781,0.00296317987745796
"23",371.533435240309,395.726014948148,0.926984088728204,371533.435240309,395726.014948148,1.47277181803006,0.615669749254137,0.040226713121735
"24",372.533435240309,395.726014948148,0.999999958730768,372533.435240309,395726.014948148,2.34576710381382,0.621969283227647,0.0640713647425291
"25",373.533435240309,395.726014948148,0.999999958730768,373533.435240309,395726.014948148,2.81625471976311,0.629596531764953,0.0769220793762706
"26",374.533435240309,395.726014948148,0.999999958730768,374533.435240309,395726.014948148,3.1977517614132,0.638750221735281,0.0873421402868438
"27",375.533435240309,395.726014948148,0.999999958730768,375533.435240309,395726.014948148,3.56934613876737,0.649591317680431,0.0974917236998872
"28",376.533435240309,395.726014948148,0.999999958730768,376533.435240309,395726.014948148,3.97543696705159,0.662314392163399,0.108583529674697
"29",377.533435240309,395.726014948148,0.999999958730768,377533.435240309,395726.014948148,4.38607708544042,0.677112889375359,0.119799593179224
"30",378.533435240309,395.726014948148,0.999999958730768,378533.435240309,395726.014948148,4.91251453215214,0.694280217641035,0.134178499596469
"31",379.533435240309,395.726014948148,0.999999958730768,379533.435240309,395726.014948148,5.66633067965432,0.714319410688731,0.154767938870682
"32",380.533435240309,395.726014948148,0.999999958730768,380533.435240309,395726.014948148,6.7202366641981,0.737910873531067,0.183553914524554
"33",381.533435240309,395.726014948148,0.999999958730768,381533.435240309,395726.014948148,8.02576495129537,0.766793634783937,0.219212603287093
"34",382.533435240309,395.726014948148,0.916825358988717,382533.435240309,395726.014948148,8.63467118859312,0.804202259235567,0.235844029979229
"35",383.533435240309,395.726014948148,0.26920633809641,383533.435240309,395726.014948148,3.66598992052594,0.862826258996075,0.100131414136795
"36",370.533435240309,394.726014948148,0.692698384111281,370533.435240309,394726.014948148,1.02268216207809,0.603094019527659,0.0279331403853568
"37",371.533435240309,394.726014948148,0.999999958730768,371533.435240309,394726.014948148,2.38571606665574,0.608491437796383,0.0651625150810128
"38",372.533435240309,394.726014948148,0.999999958730768,372533.435240309,394726.014948148,2.87673847146917,0.614947806803597,0.0785741089022431
"39",373.533435240309,394.726014948148,0.999999958730768,373533.435240309,394726.014948148,3.26497016427966,0.622905634537508,0.0891781174392495
"40",374.533435240309,394.726014948148,0.999999958730768,374533.435240309,394726.014948148,3.65751697075795,0.632549867013696,0.0998999873024147
"41",375.533435240309,394.726014948148,0.999999958730768,375533.435240309,394726.014948148,4.06320625491351,0.644063752362607,0.110980825658024
"42",376.533435240309,394.726014948148,0.999999958730768,376533.435240309,394726.014948148,4.52540618971655,0.657662228440241,0.123605173812021
"43",377.533435240309,394.726014948148,0.999999958730768,377533.435240309,394726.014948148,5.062583019444,0.673620284622612,0.138277411534489
"44",378.533435240309,394.726014948148,0.999999958730768,378533.435240309,394726.014948148,5.68635561864097,0.692333898139369,0.155314892218128
"45",379.533435240309,394.726014948148,0.999999958730768,379533.435240309,394726.014948148,6.50941854354958,0.71441217102444,0.177795710873201
"46",380.533435240309,394.726014948148,0.999999958730768,380533.435240309,394726.014948148,7.86501004042296,0.740858811574986,0.214821806557139
"47",381.533435240309,394.726014948148,0.999999958730768,381533.435240309,394726.014948148,9.92735543949393,0.773585669602135,0.271151901763146
"48",382.533435240309,394.726014948148,0.999999958730768,382533.435240309,394726.014948148,13.9688882527029,0.816798383778654,0.38154074751557
"49",383.533435240309,394.726014948148,0.983492022904102,383533.435240309,394726.014948148,23.7324511244137,0.881300144970407,0.64821888317658
"50",384.533435240309,394.726014948148,0.374603159143589,384533.435240309,394726.014948148,13.4233429221166,0.969126341602908,0.366639935835353
"51",369.533435240309,393.726014948148,0.167619040701538,369533.435240309,393726.014948148,0.187316395498986,0.590435265364999,0.00511628672716859
"52",370.533435240309,393.726014948148,0.998095196904615,370533.435240309,393726.014948148,2.10467914698115,0.59477156048933,0.0574863826306462
"53",371.533435240309,393.726014948148,0.999999958730768,371533.435240309,393726.014948148,2.95038347005529,0.599831757978969,0.0805856195753202
"54",372.533435240309,393.726014948148,0.999999958730768,372533.435240309,393726.014948148,3.36845220445993,0.606367021672149,0.0920045853907829
"55",373.533435240309,393.726014948148,0.999999958730768,373533.435240309,393726.014948148,3.65343598847743,0.614521852402719,0.0997885209493491
"56",374.533435240309,393.726014948148,0.999999958730768,374533.435240309,393726.014948148,4.0664946355004,0.624492709663099,0.111070643198585
"57",375.533435240309,393.726014948148,0.999999958730768,375533.435240309,393726.014948148,4.52635904952426,0.636472078090335,0.123631199851941
"58",376.533435240309,393.726014948148,0.999999958730768,376533.435240309,393726.014948148,5.03861749564511,0.650688134956943,0.137622826595487
"59",377.533435240309,393.726014948148,0.999999958730768,377533.435240309,393726.014948148,5.64423422279263,0.667439350914199,0.154164404894611
"60",378.533435240309,393.726014948148,0.999999958730768,378533.435240309,393726.014948148,6.38455153344754,0.687145450258291,0.174385142221458
"61",379.533435240309,393.726014948148,0.999999958730768,379533.435240309,393726.014948148,7.32200147484885,0.710429466767392,0.199990283083793
"62",380.533435240309,393.726014948148,0.999999958730768,380533.435240309,393726.014948148,8.60461206298067,0.738265384841169,0.235023006784801
"63",381.533435240309,393.726014948148,0.999999958730768,381533.435240309,393726.014948148,10.6165614185173,0.772256543599689,0.28997660417838
"64",382.533435240309,393.726014948148,0.999999958730768,382533.435240309,393726.014948148,14.2243697093814,0.815037536698271,0.388518868049867
"65",383.533435240309,393.726014948148,0.999999958730768,383533.435240309,393726.014948148,21.2103179109405,0.869360159083133,0.579330323529306
"66",384.533435240309,393.726014948148,0.993015832034871,384533.435240309,393726.014948148,28.0024396164099,0.928458089522831,0.764847677941537
"67",385.533435240309,393.726014948148,0.364444429404102,385533.435240309,393726.014948148,9.9642870794524,0.979623978338402,0.272160638125111
"68",369.533435240309,392.726014948148,0.507301566365641,369533.435240309,392726.014948148,0.807580527241449,0.580513119619641,0.0220579385036672
"69",370.533435240309,392.726014948148,0.999999958730768,370533.435240309,392726.014948148,2.75081041729638,0.584759351212912,0.0751345593079531
"70",371.533435240309,392.726014948148,0.999999958730768,371533.435240309,392726.014948148,3.43033516298903,0.589670906155786,0.0936948323043911
"71",372.533435240309,392.726014948148,0.999999958730768,372533.435240309,392726.014948148,3.81215715593507,0.596117930057428,0.104123768807504
"72",373.533435240309,392.726014948148,0.999999958730768,373533.435240309,392726.014948148,4.13163412213447,0.604314754838709,0.112849837646528
"73",374.533435240309,392.726014948148,0.999999958730768,374533.435240309,392726.014948148,4.44265026031533,0.614433307814221,0.121344810739893
"74",375.533435240309,392.726014948148,0.999999958730768,375533.435240309,392726.014948148,4.95030513038943,0.626657089600679,0.13521069720874
"75",376.533435240309,392.726014948148,0.999999958730768,376533.435240309,392726.014948148,5.51252535228404,0.641201939197544,0.150566960345038
"76",377.533435240309,392.726014948148,0.999999958730768,377533.435240309,392726.014948148,6.15548035552097,0.658342594061675,0.168128381706285
"77",378.533435240309,392.726014948148,0.999999958730768,378533.435240309,392726.014948148,6.93900820368258,0.678448853598573,0.189529354745711
"78",379.533435240309,392.726014948148,0.999999958730768,379533.435240309,392726.014948148,7.91314401261409,0.702034113620466,0.21613651903808
"79",380.533435240309,392.726014948148,0.999999958730768,380533.435240309,392726.014948148,9.17548695913557,0.729813321858291,0.250615660307151
"80",381.533435240309,392.726014948148,0.999999958730768,381533.435240309,392726.014948148,10.908147217436,0.762731224302776,0.297940864588497
"81",382.533435240309,392.726014948148,0.999999958730768,382533.435240309,392726.014948148,13.4148561257016,0.801759641946433,0.366408130799073
"82",383.533435240309,392.726014948148,0.999999958730768,383533.435240309,392726.014948148,16.9896624016305,0.846835614473345,0.464048990548763
"83",384.533435240309,392.726014948148,0.999999958730768,384533.435240309,392726.014948148,21.3033623337952,0.894895741338348,0.581871702485593
"84",385.533435240309,392.726014948148,0.979047578643076,385533.435240309,392726.014948148,24.1396161123651,0.939874532285077,0.659340028328205
"85",386.533435240309,392.726014948148,0.2476190374,386533.435240309,392726.014948148,6.0213034126074,0.981915170083186,0.164463525192833
"86",369.533435240309,391.726014948148,0.748571397678461,369533.435240309,391726.014948148,1.53487283959484,0.569508831271453,0.0419229161237686
"87",370.533435240309,391.726014948148,0.999999958730768,370533.435240309,391726.014948148,3.24700890395692,0.573096857425038,0.0886875306032833
"88",371.533435240309,391.726014948148,0.999999958730768,371533.435240309,391726.014948148,3.8686448032251,0.577818483919455,0.105666650301188
"89",372.533435240309,391.726014948148,0.999999958730768,372533.435240309,391726.014948148,4.25016587155508,0.58409084047864,0.116087367467093
"90",373.533435240309,391.726014948148,0.999999958730768,373533.435240309,391726.014948148,4.60099366015642,0.592181939014303,0.125669740401195
"91",374.533435240309,391.726014948148,0.999999958730768,374533.435240309,391726.014948148,4.95587682312447,0.602273002400341,0.135362880243825
"92",375.533435240309,391.726014948148,0.999999958730768,375533.435240309,391726.014948148,5.3289064567612,0.614530659284896,0.145551665685335
"93",376.533435240309,391.726014948148,0.999999958730768,376533.435240309,391726.014948148,5.92445801048595,0.629135818494166,0.16181832777623
"94",377.533435240309,391.726014948148,0.999999958730768,377533.435240309,391726.014948148,6.59049250844333,0.646304727536526,0.180010133424947
"95",378.533435240309,391.726014948148,0.999999958730768,378533.435240309,391726.014948148,7.35798009073968,0.666309747253209,0.200972988919307
"96",379.533435240309,391.726014948148,0.999999958730768,379533.435240309,391726.014948148,8.28689992737904,0.689495660776653,0.226345141838122
